Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_pill,0.9929078014184398,0.9839541711392965,0.9479690105019876
Mean,0.9929078014184398,0.9839541711392965,0.9479690105019876
